% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.211	1	5	22	2	1	28	2196	0	0	0
0.212	1	2	22	3	7	22	1383	0	0	0
0.213	1	3	22	4	3	10	193	0	0	0
0.213	1	4	22	4	8	12	349	0	0	0
0.214	1	6	22	5	4	0	81	0	0	0
0.215	1	1	22	6	2	0	81	0	0	0
0.216	1	3	22	7	3	10	357	0	0	0
0.216	1	6	22	7	4	6	75	0	0	0
0.217	1	6	22	8	4	4	32	0	0	0
0.217	1	2	22	8	7	26	301	0	0	0
0.217	1	4	22	8	8	12	405	0	0	0
0.218	1	3	22	9	3	12	349	0	0	0
0.218	1	6	22	9	4	6	75	0	0	0
0.218	1	4	22	9	8	14	125	0	0	0
0.219	1	3	22	10	3	12	47	0	0	0
0.219	1	6	22	10	4	4	87	0	0	0
0.219	1	4	22	10	8	12	301	0	0	0
0.22	1	3	23	1	3	12	253	0	0	0
0.22	1	6	23	1	4	8	101	0	0	0
0.22	1	4	23	1	8	14	253	0	0	0
0.221	1	1	23	2	2	0	32	0	0	0
0.221	1	3	23	2	3	14	193	0	0	0
0.221	1	6	23	2	4	8	101	0	0	0
0.221	1	4	23	2	8	16	75	0	0	0
0.222	1	3	23	3	3	14	253	0	0	0
0.222	1	6	23	3	4	8	101	0	0	0
0.222	1	4	23	3	8	14	317	0	0	0
0.223	1	1	23	4	2	0	61	0	0	0
0.223	1	6	23	4	4	8	101	0	0	0
0.224	1	1	23	5	2	0	32	0	0	0
0.224	1	6	23	5	4	6	185	0	0	0
0.225	1	1	23	6	2	0	32	0	0	0
0.225	1	6	23	6	4	6	185	0	0	0
0.226	1	1	23	7	2	0	32	0	0	0
0.226	1	6	23	7	4	6	185	0	0	0
0.227	1	1	23	8	2	0	32	0	0	0
0.227	1	6	23	8	4	6	185	0	0	0
0.228	1	1	23	9	2	0	32	0	0	0
0.228	1	6	23	9	4	8	241	0	0	0
0.229	1	1	23	10	2	0	81	0	0	0
0.23	1	1	24	1	2	0	81	0	0	0
0.231	1	1	24	2	2	0	81	0	0	0
0.232	1	1	24	3	2	0	81	0	0	0
0.233	1	1	24	4	2	0	81	0	0	0
0.234	1	1	24	5	2	0	81	0	0	0
0.235	1	1	24	6	2	0	32	0	0	0
0.235	1	2	24	6	7	28	1287	0	0	0
0.236	1	1	24	7	2	0	81	0	0	0
0.237	1	1	24	8	2	0	81	0	0	0
0.238	1	1	24	9	2	0	81	0	0	0
0.239	1	5	24	10	1	28	1287	0	0	0
0.239	1	1	24	10	2	2	53	0	0	0
0.24	1	1	25	1	2	0	81	0	0	0
0.241	1	1	25	2	2	0	81	0	0	0
0.242	1	1	25	3	2	0	81	0	0	0
0.243	1	1	25	4	2	0	81	0	0	0
0.244	1	1	25	5	2	0	32	0	0	0
0.244	1	2	25	5	7	28	1287	0	0	0
0.245	1	1	25	6	2	0	81	0	0	0
0.246	1	1	25	7	2	0	81	0	0	0
0.247	1	1	25	8	2	0	81	0	0	0
0.248	1	5	25	9	1	28	1095	0	0	0
0.248	1	1	25	9	2	2	65	0	0	0
0.249	1	1	25	10	2	0	81	0	0	0
0.25	1	1	26	1	2	0	81	0	0	0
0.251	1	3	26	2	3	14	61	0	0	0
0.251	1	6	26	2	4	16	309	0	0	0
0.251	1	4	26	2	8	16	533	0	0	0
0.252	1	3	26	3	3	14	317	0	0	0
0.252	1	6	26	3	4	16	389	0	0	0
0.252	1	4	26	3	8	18	161	0	0	0
0.253	1	3	26	4	3	14	125	0	0	0
0.253	1	6	26	4	4	18	241	0	0	0
0.253	1	4	26	4	8	18	573	0	0	0
0.254	1	3	26	5	3	14	317	0	0	0
0.254	1	6	26	5	4	16	389	0	0	0
0.254	1	4	26	5	8	18	161	0	0	0
0.255	1	3	26	6	3	14	317	0	0	0
0.255	1	6	26	6	4	16	389	0	0	0
0.255	1	4	26	6	8	18	161	0	0	0
0.256	1	3	26	7	3	14	61	0	0	0
0.256	1	6	26	7	4	18	325	0	0	0
0.256	1	4	26	7	8	16	533	0	0	0
0.257	1	3	26	8	3	14	253	0	0	0
0.257	1	6	26	8	4	18	325	0	0	0
0.257	1	4	26	8	8	18	325	0	0	0
0.258	1	1	26	9	2	10	117	0	0	0
0.258	1	3	26	9	3	14	253	0	0	0
0.258	1	6	26	9	4	18	79	0	0	0
0.258	1	4	26	9	8	18	325	0	0	0
0.259	1	1	26	10	2	10	117	0	0	0
0.259	1	3	26	10	3	14	253	0	0	0
0.259	1	6	26	10	4	16	225	0	0	0
0.259	1	4	26	10	8	18	161	0	0	0
0.26	1	1	27	1	2	10	117	0	0	0
0.26	1	3	27	1	3	14	125	0	0	0
0.26	1	6	27	1	4	14	61	0	0	0
0.26	1	4	27	1	8	18	485	0	0	0
0.261	1	1	27	2	2	8	137	0	0	0
0.261	1	3	27	2	3	14	125	0	0	0
0.261	1	6	27	2	4	14	389	0	0	0
0.262	1	1	27	3	2	8	173	0	0	0
0.262	1	3	27	3	3	10	277	0	0	0
0.263	1	1	27	4	2	8	173	0	0	0
0.263	1	3	27	4	3	10	277	0	0	0
0.264	1	1	27	5	2	8	173	0	0	0
0.264	1	3	27	5	3	10	277	0	0	0
0.265	1	1	27	6	2	8	173	0	0	0
0.265	1	3	27	6	3	10	277	0	0	0
0.266	1	1	27	7	2	4	125	0	0	0
0.266	1	2	27	7	7	28	935	0	0	0
0.267	1	5	27	8	1	28	935	0	0	0
0.267	1	1	27	8	2	4	125	0	0	0
0.268	1	1	27	9	2	4	125	0	0	0
0.268	1	2	27	9	7	28	935	0	0	0
0.269	1	5	27	10	1	28	935	0	0	0
0.269	1	1	27	10	2	4	125	0	0	0
0.27	1	1	28	1	2	0	81	0	0	0
0.271	1	1	28	2	2	4	125	0	0	0
0.271	1	2	28	2	7	28	935	0	0	0
0.272	1	5	28	3	1	28	935	0	0	0
0.272	1	1	28	3	2	4	125	0	0	0
0.273	1	1	28	4	2	4	125	0	0	0
0.273	1	2	28	4	7	28	935	0	0	0
0.274	1	5	28	5	1	28	749	0	0	0
0.274	1	1	28	5	2	2	87	0	0	0
0.275	1	1	28	6	2	0	81	0	0	0
0.276	1	1	28	7	2	0	81	0	0	0
0.277	1	1	28	8	2	0	81	0	0	0
0.278	1	1	28	9	2	0	81	0	0	0
0.279	1	1	28	10	2	0	81	0	0	0
0.28	1	1	29	1	2	0	81	0	0	0
0.281	1	1	29	2	2	0	81	0	0	0
0.282	1	1	29	3	2	0	81	0	0	0
0.283	1	1	29	4	2	0	81	0	0	0
0.284	1	1	29	5	2	0	81	0	0	0
0.285	1	1	29	6	2	0	81	0	0	0
0.286	1	1	29	7	2	0	81	0	0	0
0.287	1	1	29	8	2	0	81	0	0	0
0.288	1	1	29	9	2	0	81	0	0	0
0.289	1	1	29	10	2	0	81	0	0	0
0.29	1	1	30	1	2	0	81	0	0	0
0.291	1	6	30	2	4	14	717	0	0	0
0.291	1	4	30	2	8	14	61	0	0	0
0.292	1	6	30	3	4	16	389	0	0	0
0.292	1	4	30	3	8	14	453	0	0	0
0.293	1	6	30	4	4	16	389	0	0	0
0.293	1	4	30	4	8	14	453	0	0	0
0.294	1	6	30	5	4	16	389	0	0	0
0.294	1	4	30	5	8	14	453	0	0	0
0.295	1	6	30	6	4	16	389	0	0	0
0.295	1	4	30	6	8	14	453	0	0	0
0.296	1	6	30	7	4	14	573	0	0	0
0.296	1	4	30	7	8	14	193	0	0	0
0.297	1	1	30	8	2	10	37	0	0	0
0.297	1	6	30	8	4	14	253	0	0	0
0.297	1	4	30	8	8	14	453	0	0	0
0.298	1	1	30	9	2	8	101	0	0	0
0.298	1	4	30	9	8	12	453	0	0	0
0.299	1	1	30	10	2	8	101	0	0	0
0.299	1	4	30	10	8	12	453	0	0	0
0.3	1	1	31	1	2	2	87	0	0	0
0.3	1	3	31	1	3	2	41	0	0	0
0.301	1	1	31	2	2	2	87	0	0	0
0.301	1	3	31	2	3	2	41	0	0	0
0.302	1	1	31	3	2	2	87	0	0	0
0.302	1	3	31	3	3	2	41	0	0	0
0.303	1	1	31	4	2	2	87	0	0	0
0.303	1	3	31	4	3	2	41	0	0	0
0.304	1	1	31	5	2	2	53	0	0	0
0.304	1	3	31	5	3	2	77	0	0	0
0.305	1	1	31	6	2	2	87	0	0	0
0.305	1	3	31	6	3	2	41	0	0	0
0.306	1	1	31	7	2	2	53	0	0	0
0.306	1	3	31	7	3	2	77	0	0	0
0.307	1	1	31	8	2	2	53	0	0	0
0.307	1	3	31	8	3	2	77	0	0	0
0.308	1	1	31	9	2	2	65	0	0	0
0.308	1	3	31	9	3	4	105	0	0	0
0.309	1	1	31	10	2	2	65	0	0	0
0.309	1	3	31	10	3	4	105	0	0	0
0.31	1	1	32	1	2	2	65	0	0	0
0.31	1	3	32	1	3	4	105	0	0	0
0.311	1	2	32	2	7	28	2196	0	0	0
0.312	1	5	32	3	1	28	2196	0	0	0
0.313	1	3	32	4	3	12	47	0	0	0
0.313	1	2	32	4	7	28	2052	0	0	0
0.314	1	5	32	5	1	28	2052	0	0	0
0.314	1	3	32	5	3	12	47	0	0	0
0.315	1	1	32	6	2	2	41	0	0	0
0.315	1	3	32	6	3	2	87	0	0	0
0.316	1	1	32	7	2	2	32	0	0	0
0.316	1	3	32	7	3	0	61	0	0	0
0.317	1	1	32	8	2	2	32	0	0	0
0.317	1	3	32	8	3	0	61	0	0	0
0.318	1	1	32	9	2	2	32	0	0	0
0.318	1	3	32	9	3	0	61	0	0	0
0.319	1	1	32	10	2	2	32	0	0	0
0.319	1	3	32	10	3	0	61	0	0	0
0.32	1	1	33	1	2	2	22	0	0	0
0.32	1	3	33	1	3	0	67	0	0	0
0.321	1	1	33	2	2	2	22	0	0	0
0.321	1	3	33	2	3	0	67	0	0	0
0.322	1	1	33	3	2	2	22	0	0	0
0.322	1	3	33	3	3	0	67	0	0	0
0.323	1	1	33	4	2	2	22	0	0	0
0.323	1	3	33	4	3	0	67	0	0	0
0.324	1	1	33	5	2	2	22	0	0	0
0.324	1	3	33	5	3	0	67	0	0	0
0.325	1	1	33	6	2	2	22	0	0	0
0.325	1	3	33	6	3	0	67	0	0	0
0.326	1	1	33	7	2	2	22	0	0	0
0.326	1	3	33	7	3	0	67	0	0	0
0.327	1	1	33	8	2	2	22	0	0	0
0.327	1	3	33	8	3	0	67	0	0	0
0.328	1	1	33	9	2	2	22	0	0	0
0.328	1	3	33	9	3	0	67	0	0	0
0.329	1	1	33	10	2	2	22	0	0	0
0.329	1	3	33	10	3	0	67	0	0	0
0.33	1	1	34	1	2	2	32	0	0	0
0.33	1	3	34	1	3	0	61	0	0	0
0.331	1	3	34	2	3	6	75	0	0	0
0.331	1	4	34	2	8	16	693	0	0	0
0.332	1	3	34	3	3	6	75	0	0	0
0.332	1	4	34	3	8	16	693	0	0	0
0.333	1	3	34	4	3	6	101	0	0	0
0.333	1	4	34	4	8	16	621	0	0	0
0.334	1	3	34	5	3	6	101	0	0	0
0.334	1	4	34	5	8	16	621	0	0	0
0.335	1	3	34	6	3	6	75	0	0	0
0.335	1	4	34	6	8	18	749	0	0	0
0.336	1	1	34	7	2	2	53	0	0	0
0.336	1	3	34	7	3	2	65	0	0	0
0.336	1	6	34	7	4	4	15	0	0	0
0.337	1	1	34	8	2	2	53	0	0	0
0.337	1	3	34	8	3	2	65	0	0	0
0.337	1	6	34	8	4	4	15	0	0	0
0.338	1	1	34	9	2	2	53	0	0	0
0.338	1	3	34	9	3	4	105	0	0	0
0.338	1	6	34	9	4	6	22	0	0	0
0.339	1	1	34	10	2	2	53	0	0	0
0.339	1	3	34	10	3	4	105	0	0	0
0.339	1	6	34	10	4	6	22	0	0	0
0.34	1	1	35	1	2	4	87	0	0	0
0.34	1	3	35	1	3	4	87	0	0	0
0.34	1	6	35	1	4	6	49	0	0	0
0.341	1	1	35	2	2	4	87	0	0	0
0.341	1	3	35	2	3	4	87	0	0	0
0.341	1	6	35	2	4	6	49	0	0	0
0.342	1	1	35	3	2	4	87	0	0	0
0.342	1	3	35	3	3	4	87	0	0	0
0.342	1	6	35	3	4	8	67	0	0	0
0.343	1	1	35	4	2	4	87	0	0	0
0.343	1	3	35	4	3	4	87	0	0	0
0.343	1	6	35	4	4	8	67	0	0	0
0.344	1	1	35	5	2	4	125	0	0	0
0.344	1	3	35	5	3	4	69	0	0	0
0.344	1	6	35	5	4	8	32	0	0	0
0.345	1	1	35	6	2	4	125	0	0	0
0.345	1	3	35	6	3	4	69	0	0	0
0.345	1	6	35	6	4	8	32	0	0	0
0.346	1	1	35	7	2	4	141	0	0	0
0.346	1	3	35	7	3	4	51	0	0	0
0.346	1	6	35	7	4	8	32	0	0	0
0.347	1	1	35	8	2	4	141	0	0	0
0.347	1	3	35	8	3	4	51	0	0	0
0.347	1	6	35	8	4	8	32	0	0	0
0.348	1	1	35	9	2	4	141	0	0	0
0.348	1	3	35	9	3	6	75	0	0	0
0.348	1	6	35	9	4	10	37	0	0	0
0.349	1	1	35	10	2	4	141	0	0	0
0.349	1	3	35	10	3	6	75	0	0	0
0.349	1	6	35	10	4	10	37	0	0	0
0.35	1	1	36	1	2	4	141	0	0	0
0.35	1	3	36	1	3	6	75	0	0	0
0.35	1	6	36	1	4	12	47	0	0	0
0.351	1	2	36	2	7	28	2196	0	0	0
0.352	1	5	36	3	1	28	1836	0	0	0
0.352	1	6	36	3	4	14	125	0	0	0
0.353	1	5	36	4	1	28	935	0	0	0
0.353	1	6	36	4	4	12	349	0	0	0
0.354	1	6	36	5	4	12	405	0	0	0
0.354	1	2	36	5	7	28	749	0	0	0
0.355	1	5	36	6	1	28	749	0	0	0
0.355	1	6	36	6	4	12	405	0	0	0
0.356	1	6	36	7	4	12	349	0	0	0
0.356	1	2	36	7	7	28	935	0	0	0
0.357	1	1	36	8	2	8	137	0	0	0
0.357	1	6	36	8	4	12	405	0	0	0
0.358	1	1	36	9	2	8	137	0	0	0
0.358	1	6	36	9	4	14	517	0	0	0
0.359	1	1	36	10	2	8	137	0	0	0
0.359	1	6	36	10	4	14	517	0	0	0
0.36	1	1	37	1	2	8	137	0	0	0
0.36	1	3	37	1	3	10	77	0	0	0
0.36	1	6	37	1	4	14	389	0	0	0
0.361	1	1	37	2	2	8	137	0	0	0
0.361	1	3	37	2	3	10	77	0	0	0
0.361	1	6	37	2	4	14	389	0	0	0
0.362	1	1	37	3	2	8	137	0	0	0
0.362	1	3	37	3	3	10	77	0	0	0
0.362	1	6	37	3	4	14	389	0	0	0
0.363	1	1	37	4	2	8	241	0	0	0
0.363	1	3	37	4	3	8	173	0	0	0
0.364	1	1	37	5	2	8	173	0	0	0
0.364	1	3	37	5	3	8	241	0	0	0
0.365	1	1	37	6	2	8	173	0	0	0
0.365	1	3	37	6	3	8	241	0	0	0
0.366	1	1	37	7	2	8	241	0	0	0
0.366	1	3	37	7	3	8	173	0	0	0
0.367	1	1	37	8	2	8	173	0	0	0
0.367	1	3	37	8	3	8	241	0	0	0
0.368	1	1	37	9	2	8	209	0	0	0
0.368	1	3	37	9	3	10	233	0	0	0
0.369	1	1	37	10	2	8	209	0	0	0
0.369	1	3	37	10	3	10	233	0	0	0
0.37	1	1	38	1	2	8	173	0	0	0
0.37	1	3	38	1	3	10	277	0	0	0
0.371	1	3	38	2	3	10	117	0	0	0
0.371	1	4	38	2	8	24	1191	0	0	0
0.372	1	3	38	3	3	12	201	0	0	0
0.372	1	4	38	3	8	24	1063	0	0	0
0.373	1	3	38	4	3	12	201	0	0	0
0.373	1	4	38	4	8	24	1063	0	0	0
0.374	1	1	38	5	2	8	101	0	0	0
0.374	1	3	38	5	3	10	357	0	0	0
0.375	1	1	38	6	2	8	101	0	0	0
0.375	1	3	38	6	3	10	357	0	0	0
0.376	1	1	38	7	2	8	101	0	0	0
0.376	1	3	38	7	3	10	357	0	0	0
0.377	1	1	38	8	2	8	137	0	0	0
0.377	1	3	38	8	3	12	405	0	0	0
0.378	1	1	38	9	2	8	137	0	0	0
0.378	1	3	38	9	3	12	405	0	0	0
0.379	1	1	38	10	2	8	137	0	0	0
0.379	1	3	38	10	3	12	405	0	0	0
0.38	1	1	39	1	2	8	101	0	0	0
0.38	1	3	39	1	3	12	453	0	0	0
0.381	1	1	39	2	2	8	101	0	0	0
0.381	1	3	39	2	3	12	453	0	0	0
0.382	1	1	39	3	2	10	37	0	0	0
0.382	1	3	39	3	3	12	549	0	0	0
0.383	1	1	39	4	2	2	133	0	0	0
0.384	1	1	39	5	2	2	133	0	0	0
0.385	1	1	39	6	2	2	133	0	0	0
0.386	1	1	39	7	2	2	133	0	0	0
0.387	1	1	39	8	2	2	133	0	0	0
0.388	1	1	39	9	2	2	133	0	0	0
0.389	1	1	39	10	2	2	133	0	0	0
0.39	1	1	40	1	2	2	133	0	0	0
0.391	1	5	40	2	1	28	2196	0	0	0
0.392	1	2	40	3	7	28	2196	0	0	0
0.393	1	5	40	4	1	28	2196	0	0	0
0.394	1	2	40	5	7	28	2196	0	0	0
0.395	1	6	40	6	4	14	775	0	0	0
0.396	1	6	40	7	4	14	775	0	0	0
0.397	1	6	40	8	4	14	775	0	0	0
0.398	1	6	40	9	4	14	775	0	0	0
0.399	1	1	40	10	2	4	217	0	0	0
0.4	1	1	41	1	2	4	217	0	0	0
0.401	1	1	41	2	2	4	217	0	0	0
0.402	1	1	41	3	2	6	309	0	0	0
0.403	1	1	41	4	2	6	309	0	0	0
0.404	1	1	41	5	2	6	309	0	0	0
0.405	1	1	41	6	2	6	309	0	0	0
0.406	1	1	41	7	2	6	309	0	0	0
0.407	1	1	41	8	2	6	309	0	0	0
0.408	1	1	41	9	2	6	309	0	0	0
0.409	1	3	41	10	3	18	325	0	0	0
0.409	1	4	41	10	8	22	935	0	0	0
0.41	1	3	42	1	3	18	325	0	0	0
0.41	1	4	42	1	8	22	935	0	0	0
0.411	1	3	42	2	3	18	967	0	0	0
0.412	1	3	42	3	3	18	967	0	0	0
0.413	1	3	42	4	3	18	967	0	0	0
0.414	1	5	42	5	1	28	2196	0	0	0
0.415	1	2	42	6	7	28	2196	0	0	0
0.416	1	6	42	7	4	16	693	0	0	0
0.416	1	4	42	7	8	18	241	0	0	0
0.417	1	6	42	8	4	16	693	0	0	0
0.417	1	4	42	8	8	18	241	0	0	0
0.418	1	6	42	9	4	16	693	0	0	0
0.418	1	4	42	9	8	18	241	0	0	0
0.419	1	4	42	10	8	16	903	0	0	0
0.42	1	1	43	1	2	4	217	0	0	0
0.421	1	1	43	2	2	4	217	0	0	0
0.422	1	1	43	3	2	4	217	0	0	0
0.423	1	1	43	4	2	4	217	0	0	0
0.424	1	1	43	5	2	4	217	0	0	0
0.425	1	1	43	6	2	4	217	0	0	0
0.426	1	1	43	7	2	4	217	0	0	0
0.427	1	1	43	8	2	4	217	0	0	0
0.431	1	5	44	2	1	28	2196	0	0	0
0.432	1	2	44	3	7	28	2196	0	0	0
0.433	1	3	44	4	3	18	967	0	0	0
0.434	1	3	44	5	3	18	807	0	0	0
0.434	1	4	44	5	8	20	193	0	0	0
0.435	1	1	44	6	2	12	201	0	0	0
0.435	1	6	44	6	4	12	253	0	0	0
0.435	1	4	44	6	8	14	193	0	0	0
0.436	1	1	44	7	2	12	201	0	0	0
0.436	1	6	44	7	4	12	253	0	0	0
0.436	1	4	44	7	8	14	193	0	0	0
0.437	1	1	44	8	2	12	201	0	0	0
0.437	1	6	44	8	4	12	301	0	0	0
0.437	1	4	44	8	8	14	125	0	0	0
0.438	1	1	44	9	2	12	253	0	0	0
0.438	1	6	44	9	4	12	301	0	0	0
0.438	1	4	44	9	8	14	61	0	0	0
0.439	1	1	44	10	2	12	253	0	0	0
0.439	1	6	44	10	4	12	301	0	0	0
0.439	1	4	44	10	8	14	61	0	0	0
0.44	1	1	45	1	2	12	253	0	0	0
0.44	1	6	45	1	4	12	301	0	0	0
0.44	1	4	45	1	8	14	61	0	0	0
0.441	1	1	45	2	2	6	261	0	0	0
0.441	1	4	45	2	8	6	49	0	0	0
0.442	1	4	45	3	8	0	81	0	0	0
0.443	1	4	45	4	8	0	81	0	0	0
0.444	1	4	45	5	8	0	81	0	0	0
0.445	1	4	45	6	8	0	81	0	0	0
0.446	1	4	45	7	8	0	81	0	0	0
0.447	1	4	45	8	8	0	81	0	0	0
0.448	1	4	45	9	8	0	81	0	0	0
0.449	1	4	45	10	8	0	81	0	0	0
0.451	1	5	46	2	1	28	2196	0	0	0
0.452	1	2	46	3	7	28	2196	0	0	0
0.453	1	1	46	4	2	14	193	0	0	0
0.453	1	3	46	4	3	18	749	0	0	0
0.454	1	1	46	5	2	14	193	0	0	0
0.454	1	3	46	5	3	18	749	0	0	0
0.455	1	1	46	6	2	12	149	0	0	0
0.455	1	3	46	6	3	18	325	0	0	0
0.455	1	6	46	6	4	14	193	0	0	0
0.455	1	4	46	6	8	16	153	0	0	0
0.456	1	1	46	7	2	10	277	0	0	0
0.456	1	6	46	7	4	12	97	0	0	0
0.456	1	4	46	7	8	12	149	0	0	0
0.457	1	1	46	8	2	10	277	0	0	0
0.457	1	6	46	8	4	12	97	0	0	0
0.457	1	4	46	8	8	12	149	0	0	0
0.458	1	1	46	9	2	10	277	0	0	0
0.458	1	6	46	9	4	12	97	0	0	0
0.458	1	4	46	9	8	12	149	0	0	0
0.459	1	1	46	10	2	12	97	0	0	0
0.459	1	6	46	10	4	12	201	0	0	0
0.459	1	4	46	10	8	14	389	0	0	0
0.46	1	1	47	1	2	12	97	0	0	0
0.46	1	6	47	1	4	12	201	0	0	0
0.46	1	4	47	1	8	14	389	0	0	0
0.461	1	6	47	2	4	12	301	0	0	0
0.461	1	4	47	2	8	14	389	0	0	0
0.462	1	6	47	3	4	6	309	0	0	0
0.463	1	6	47	4	4	6	309	0	0	0
0.471	1	5	48	2	1	28	2196	0	0	0
0.472	1	2	48	3	7	28	2196	0	0	0
0.473	1	1	48	4	2	12	149	0	0	0
0.473	1	3	48	4	3	14	125	0	0	0
0.473	1	6	48	4	4	14	193	0	0	0
0.473	1	4	48	4	8	14	253	0	0	0
0.474	1	1	48	5	2	12	47	0	0	0
0.474	1	3	48	5	3	14	193	0	0	0
0.474	1	6	48	5	4	14	317	0	0	0
0.474	1	4	48	5	8	16	225	0	0	0
0.475	1	1	48	6	2	12	47	0	0	0
0.475	1	3	48	6	3	14	193	0	0	0
0.475	1	6	48	6	4	14	317	0	0	0
0.475	1	4	48	6	8	16	225	0	0	0
0.476	1	3	48	7	3	14	253	0	0	0
0.476	1	6	48	7	4	14	317	0	0	0
0.476	1	4	48	7	8	16	225	0	0	0
0.477	1	3	48	8	3	14	253	0	0	0
0.477	1	6	48	8	4	14	317	0	0	0
0.477	1	4	48	8	8	16	225	0	0	0
0.478	1	1	48	9	2	10	37	0	0	0
0.478	1	3	48	9	3	14	253	0	0	0
0.478	1	6	48	9	4	12	97	0	0	0
0.478	1	4	48	9	8	14	317	0	0	0
0.479	1	1	48	10	2	10	157	0	0	0
0.479	1	3	48	10	3	12	97	0	0	0
0.479	1	4	48	10	8	14	389	0	0	0
0.48	1	1	49	1	2	8	277	0	0	0
0.48	1	3	49	1	3	8	137	0	0	0
0.481	1	1	49	2	2	8	277	0	0	0
0.481	1	3	49	2	3	8	137	0	0	0
0.482	1	1	49	3	2	4	217	0	0	0
0.483	1	1	49	4	2	4	217	0	0	0
0.484	1	1	49	5	2	2	133	0	0	0
0.491	1	5	50	2	1	28	2196	0	0	0
0.492	1	2	50	3	7	28	2196	0	0	0
0.493	1	6	50	4	4	12	349	0	0	0
0.493	1	4	50	4	8	14	317	0	0	0
0.494	1	3	50	5	3	12	97	0	0	0
0.494	1	6	50	5	4	12	253	0	0	0
0.494	1	4	50	5	8	14	317	0	0	0
0.495	1	3	50	6	3	12	97	0	0	0
0.495	1	6	50	6	4	12	253	0	0	0
0.495	1	4	50	6	8	12	253	0	0	0
0.496	1	3	50	7	3	12	97	0	0	0
0.496	1	6	50	7	4	12	301	0	0	0
0.496	1	4	50	7	8	14	253	0	0	0
0.497	1	3	50	8	3	12	97	0	0	0
0.497	1	6	50	8	4	12	301	0	0	0
0.497	1	4	50	8	8	14	253	0	0	0
0.498	1	3	50	9	3	12	97	0	0	0
0.498	1	6	50	9	4	12	301	0	0	0
0.498	1	4	50	9	8	14	253	0	0	0
0.499	1	1	50	10	2	0	32	0	0	0
0.499	1	3	50	10	3	4	125	0	0	0
0.5	1	1	51	1	2	0	4	0	0	0
0.5	1	3	51	1	3	0	75	0	0	0
0.501	1	1	51	2	2	0	4	0	0	0
0.501	1	3	51	2	3	0	75	0	0	0
0.502	1	1	51	3	2	0	4	0	0	0
0.502	1	3	51	3	3	0	75	0	0	0
0.503	1	1	51	4	2	0	4	0	0	0
0.503	1	3	51	4	3	0	75	0	0	0
0.504	1	1	51	5	2	0	4	0	0	0
0.504	1	3	51	5	3	0	75	0	0	0
0.505	1	1	51	6	2	0	4	0	0	0
0.505	1	3	51	6	3	0	75	0	0	0
0.506	1	1	51	7	2	10	357	0	0	0
0.506	1	3	51	7	3	12	149	0	0	0
0.507	1	1	51	8	2	10	357	0	0	0
0.507	1	3	51	8	3	12	149	0	0	0
0.508	1	1	51	9	2	10	357	0	0	0
0.508	1	3	51	9	3	12	149	0	0	0
0.509	1	1	51	10	2	12	349	0	0	0
0.509	1	3	51	10	3	12	253	0	0	0
0.51	1	1	52	1	2	4	217	0	0	0
0.511	1	5	52	2	1	28	2196	0	0	0
0.512	1	2	52	3	7	28	2196	0	0	0
0.513	1	1	52	4	2	12	301	0	0	0
0.513	1	4	52	4	8	14	389	0	0	0
0.514	1	1	52	5	2	12	301	0	0	0
0.514	1	4	52	5	8	14	389	0	0	0
0.515	1	1	52	6	2	12	301	0	0	0
0.515	1	4	52	6	8	14	389	0	0	0
0.516	1	1	52	7	2	12	253	0	0	0
0.516	1	4	52	7	8	14	453	0	0	0
0.517	1	1	52	8	2	12	253	0	0	0
0.517	1	3	52	8	3	12	349	0	0	0
0.518	1	1	52	9	2	12	201	0	0	0
0.518	1	3	52	9	3	12	405	0	0	0
0.519	1	3	52	10	3	10	437	0	0	0
0.519	1	6	52	10	4	12	47	0	0	0
0.52	1	3	53	1	3	10	437	0	0	0
0.52	1	6	53	1	4	12	47	0	0	0
0.521	1	6	53	2	4	0	81	0	0	0
0.522	1	6	53	3	4	0	81	0	0	0
0.523	1	6	53	4	4	0	81	0	0	0
0.524	1	6	53	5	4	0	81	0	0	0
0.525	1	6	53	6	4	0	81	0	0	0
0.526	1	6	53	7	4	0	81	0	0	0
0.527	1	6	53	8	4	0	81	0	0	0
0.528	1	6	53	9	4	0	81	0	0	0
0.529	1	6	53	10	4	0	81	0	0	0
0.53	1	6	54	1	4	0	81	0	0	0
0.531	1	5	54	2	1	28	549	0	0	0
0.531	1	6	54	2	4	2	97	0	0	0
0.532	1	6	54	3	4	2	109	0	0	0
0.532	1	2	54	3	7	28	373	0	0	0
0.533	1	5	54	4	1	28	373	0	0	0
0.533	1	6	54	4	4	2	109	0	0	0
0.534	1	6	54	5	4	2	109	0	0	0
0.534	1	2	54	5	7	28	373	0	0	0
0.535	1	5	54	6	1	28	373	0	0	0
0.535	1	6	54	6	4	2	109	0	0	0
0.536	1	6	54	7	4	2	109	0	0	0
0.536	1	2	54	7	7	28	373	0	0	0
0.537	1	5	54	8	1	28	373	0	0	0
0.537	1	6	54	8	4	2	109	0	0	0
0.538	1	6	54	9	4	4	161	0	0	0
0.538	1	2	54	9	7	28	549	0	0	0
0.539	1	6	54	10	4	0	81	0	0	0
0.54	1	6	55	1	4	0	81	0	0	0
0.541	1	6	55	2	4	0	81	0	0	0
0.542	1	6	55	3	4	0	81	0	0	0
0.543	1	6	55	4	4	0	81	0	0	0
