% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
1.601	1	3	161	2	3	18	79	0	0	0
1.601	1	4	161	2	8	2	121	0	0	0
1.602	1	3	161	3	3	20	97	0	0	0
1.602	1	4	161	3	8	2	121	0	0	0
1.603	1	3	161	4	3	20	97	0	0	0
1.603	1	4	161	4	8	4	193	0	0	0
1.604	1	3	161	5	3	20	97	0	0	0
1.604	1	4	161	5	8	4	193	0	0	0
1.605	1	3	161	6	3	20	97	0	0	0
1.605	1	4	161	6	8	4	193	0	0	0
1.606	1	3	161	7	3	20	97	0	0	0
1.606	1	4	161	7	8	4	193	0	0	0
1.607	1	3	161	8	3	20	97	0	0	0
1.607	1	4	161	8	8	4	193	0	0	0
1.608	1	3	161	9	3	20	97	0	0	0
1.608	1	4	161	9	8	4	193	0	0	0
1.609	1	3	161	10	3	20	97	0	0	0
1.609	1	4	161	10	8	4	193	0	0	0
1.61	1	4	162	1	8	0	81	0	0	0
1.611	1	5	162	2	1	28	1836	0	0	0
1.611	1	1	162	2	2	12	97	0	0	0
1.612	1	5	162	3	1	28	1836	0	0	0
1.612	1	1	162	3	2	12	97	0	0	0
1.613	1	1	162	4	2	12	97	0	0	0
1.613	1	6	162	4	4	18	405	0	0	0
1.613	1	2	162	4	7	28	935	0	0	0
1.614	1	1	162	5	2	12	47	0	0	0
1.614	1	6	162	5	4	18	405	0	0	0
1.614	1	2	162	5	7	28	1095	0	0	0
1.615	1	1	162	6	2	12	47	0	0	0
1.615	1	6	162	6	4	18	405	0	0	0
1.615	1	2	162	6	7	28	1095	0	0	0
1.616	1	1	162	7	2	10	117	0	0	0
1.616	1	6	162	7	4	14	573	0	0	0
1.617	1	1	162	8	2	10	117	0	0	0
1.617	1	6	162	8	4	14	573	0	0	0
1.618	1	1	162	9	2	8	101	0	0	0
1.618	1	6	162	9	4	14	573	0	0	0
1.619	1	1	162	10	2	8	101	0	0	0
1.619	1	6	162	10	4	14	573	0	0	0
1.62	1	1	163	1	2	2	87	0	0	0
1.62	1	3	163	1	3	20	389	0	0	0
1.621	1	1	163	2	2	2	87	0	0	0
1.621	1	3	163	2	3	20	389	0	0	0
1.622	1	1	163	3	2	2	87	0	0	0
1.622	1	3	163	3	3	20	389	0	0	0
1.623	1	1	163	4	2	2	87	0	0	0
1.623	1	3	163	4	3	20	389	0	0	0
1.624	1	1	163	5	2	0	81	0	0	0
1.625	1	1	163	6	2	0	81	0	0	0
1.626	1	1	163	7	2	0	81	0	0	0
1.627	1	1	163	8	2	0	81	0	0	0
1.628	1	1	163	9	2	0	81	0	0	0
1.629	1	1	163	10	2	0	81	0	0	0
1.63	1	1	164	1	2	0	81	0	0	0
1.631	1	1	164	2	2	6	75	0	0	0
1.631	1	3	164	2	3	20	97	0	0	0
1.631	1	4	164	2	8	4	141	0	0	0
1.632	1	1	164	3	2	6	75	0	0	0
1.632	1	3	164	3	3	20	97	0	0	0
1.632	1	4	164	3	8	4	141	0	0	0
1.633	1	1	164	4	2	6	75	0	0	0
1.633	1	3	164	4	3	20	97	0	0	0
1.633	1	4	164	4	8	4	141	0	0	0
1.634	1	1	164	5	2	4	69	0	0	0
1.634	1	3	164	5	3	20	97	0	0	0
1.634	1	4	164	5	8	4	125	0	0	0
1.635	1	1	164	6	2	4	69	0	0	0
1.635	1	3	164	6	3	20	97	0	0	0
1.635	1	4	164	6	8	4	125	0	0	0
1.636	1	1	164	7	2	4	69	0	0	0
1.636	1	3	164	7	3	20	97	0	0	0
1.636	1	4	164	7	8	4	125	0	0	0
1.637	1	1	164	8	2	4	69	0	0	0
1.637	1	3	164	8	3	20	97	0	0	0
1.637	1	4	164	8	8	4	125	0	0	0
1.638	1	1	164	9	2	2	9	0	0	0
1.638	1	4	164	9	8	4	193	0	0	0
1.639	1	1	164	10	2	2	53	0	0	0
1.639	1	4	164	10	8	2	77	0	0	0
1.64	1	1	165	1	2	2	53	0	0	0
1.64	1	4	165	1	8	2	77	0	0	0
1.641	1	1	165	2	2	2	53	0	0	0
1.641	1	4	165	2	8	2	77	0	0	0
1.642	1	1	165	3	2	2	53	0	0	0
1.642	1	4	165	3	8	2	77	0	0	0
1.643	1	1	165	4	2	2	53	0	0	0
1.643	1	4	165	4	8	2	77	0	0	0
1.644	1	1	165	5	2	2	9	0	0	0
1.644	1	4	165	5	8	4	193	0	0	0
1.645	1	1	165	6	2	2	9	0	0	0
1.645	1	4	165	6	8	4	193	0	0	0
1.646	1	1	165	7	2	2	9	0	0	0
1.646	1	4	165	7	8	4	193	0	0	0
1.647	1	3	165	8	3	14	645	0	0	0
1.647	1	4	165	8	8	14	125	0	0	0
1.648	1	3	165	9	3	14	645	0	0	0
1.648	1	4	165	9	8	14	125	0	0	0
1.649	1	1	165	10	2	4	105	0	0	0
1.649	1	4	165	10	8	4	105	0	0	0
1.65	1	1	166	1	2	4	105	0	0	0
1.65	1	4	166	1	8	4	105	0	0	0
1.651	1	5	166	2	1	28	1287	0	0	0
1.651	1	1	166	2	2	6	101	0	0	0
1.651	1	4	166	2	8	12	47	0	0	0
1.652	1	5	166	3	1	28	1287	0	0	0
1.652	1	1	166	3	2	6	101	0	0	0
1.652	1	4	166	3	8	12	47	0	0	0
1.653	1	5	166	4	1	28	1479	0	0	0
1.653	1	1	166	4	2	6	22	0	0	0
1.653	1	4	166	4	8	14	193	0	0	0
1.654	1	1	166	5	2	6	49	0	0	0
1.654	1	2	166	5	7	28	1287	0	0	0
1.654	1	4	166	5	8	14	193	0	0	0
1.655	1	1	166	6	2	6	49	0	0	0
1.655	1	2	166	6	7	28	1287	0	0	0
1.655	1	4	166	6	8	14	193	0	0	0
1.656	1	1	166	7	2	6	49	0	0	0
1.656	1	2	166	7	7	28	1287	0	0	0
1.656	1	4	166	7	8	14	193	0	0	0
1.657	1	1	166	8	2	4	125	0	0	0
1.657	1	6	166	8	4	14	193	0	0	0
1.657	1	4	166	8	8	8	67	0	0	0
1.658	1	1	166	9	2	4	161	0	0	0
1.658	1	6	166	9	4	12	97	0	0	0
1.658	1	4	166	9	8	8	32	0	0	0
1.659	1	1	166	10	2	4	161	0	0	0
1.659	1	6	166	10	4	12	97	0	0	0
1.659	1	4	166	10	8	8	32	0	0	0
1.66	1	1	167	1	2	4	125	0	0	0
1.66	1	6	167	1	4	16	153	0	0	0
1.66	1	4	167	1	8	10	117	0	0	0
1.661	1	1	167	2	2	4	105	0	0	0
1.661	1	6	167	2	4	16	153	0	0	0
1.661	1	4	167	2	8	10	157	0	0	0
1.662	1	1	167	3	2	4	105	0	0	0
1.662	1	4	167	3	8	10	233	0	0	0
1.663	1	1	167	4	2	4	105	0	0	0
1.663	1	4	167	4	8	10	233	0	0	0
1.664	1	1	167	5	2	4	105	0	0	0
1.664	1	4	167	5	8	10	233	0	0	0
1.665	1	1	167	6	2	4	87	0	0	0
1.665	1	4	167	6	8	10	277	0	0	0
1.666	1	1	167	7	2	6	309	0	0	0
1.667	1	1	167	8	2	6	309	0	0	0
1.668	1	1	167	9	2	6	309	0	0	0
1.669	1	1	167	10	2	6	309	0	0	0
1.67	1	1	168	1	2	6	309	0	0	0
1.671	1	1	168	2	2	8	67	0	0	0
1.671	1	3	168	2	3	12	453	0	0	0
1.671	1	6	168	2	4	10	37	0	0	0
1.672	1	1	168	3	2	8	67	0	0	0
1.672	1	3	168	3	3	10	157	0	0	0
1.672	1	6	168	3	4	10	233	0	0	0
1.673	1	1	168	4	2	8	67	0	0	0
1.673	1	3	168	4	3	10	157	0	0	0
1.673	1	6	168	4	4	10	233	0	0	0
1.674	1	1	168	5	2	8	101	0	0	0
1.674	1	3	168	5	3	10	357	0	0	0
1.675	1	1	168	6	2	8	137	0	0	0
1.675	1	3	168	6	3	12	405	0	0	0
1.676	1	1	168	7	2	8	137	0	0	0
1.676	1	3	168	7	3	12	405	0	0	0
1.677	1	1	168	8	2	8	137	0	0	0
1.677	1	3	168	8	3	12	405	0	0	0
1.678	1	1	168	9	2	8	173	0	0	0
1.678	1	3	168	9	3	12	349	0	0	0
1.679	1	1	168	10	2	8	173	0	0	0
1.679	1	3	168	10	3	12	349	0	0	0
1.68	1	1	169	1	2	8	209	0	0	0
1.68	1	3	169	1	3	12	301	0	0	0
1.681	1	1	169	2	2	2	133	0	0	0
1.682	1	1	169	3	2	0	81	0	0	0
1.683	1	1	169	4	2	2	121	0	0	0
1.683	1	6	169	4	4	0	4	0	0	0
1.684	1	1	169	5	2	2	109	0	0	0
1.684	1	6	169	5	4	0	11	0	0	0
1.685	1	1	169	6	2	2	109	0	0	0
1.685	1	6	169	6	4	0	11	0	0	0
1.686	1	1	169	7	2	4	141	0	0	0
1.686	1	6	169	7	4	2	41	0	0	0
1.687	1	1	169	8	2	4	141	0	0	0
1.687	1	6	169	8	4	2	41	0	0	0
1.688	1	6	169	9	4	0	81	0	0	0
1.689	1	6	169	10	4	0	81	0	0	0
1.69	1	6	170	1	4	0	81	0	0	0
1.691	1	5	170	2	1	28	185	0	0	0
1.691	1	6	170	2	4	10	37	0	0	0
1.691	1	4	170	2	8	14	645	0	0	0
1.692	1	5	170	3	1	28	185	0	0	0
1.692	1	6	170	3	4	10	117	0	0	0
1.692	1	4	170	3	8	14	517	0	0	0
1.693	1	6	170	4	4	8	209	0	0	0
1.693	1	4	170	4	8	12	301	0	0	0
1.694	1	6	170	5	4	8	241	0	0	0
1.694	1	4	170	5	8	12	253	0	0	0
1.695	1	6	170	6	4	8	241	0	0	0
1.695	1	4	170	6	8	12	253	0	0	0
1.696	1	6	170	7	4	8	349	0	0	0
1.696	1	4	170	7	8	12	97	0	0	0
1.697	1	6	170	8	4	8	349	0	0	0
1.697	1	4	170	8	8	12	97	0	0	0
1.698	1	6	170	9	4	8	389	0	0	0
1.698	1	4	170	9	8	12	47	0	0	0
1.699	1	6	170	10	4	10	317	0	0	0
1.699	1	4	170	10	8	14	253	0	0	0
1.7	1	6	171	1	4	10	437	0	0	0
1.7	1	4	171	1	8	14	61	0	0	0
1.701	1	6	171	2	4	10	437	0	0	0
1.701	1	4	171	2	8	14	61	0	0	0
1.702	1	6	171	3	4	10	77	0	0	0
1.702	1	4	171	3	8	16	775	0	0	0
1.703	1	6	171	4	4	10	469	0	0	0
1.704	1	6	171	5	4	10	469	0	0	0
1.705	1	6	171	6	4	10	469	0	0	0
1.706	1	5	171	7	1	28	1095	0	0	0
1.706	1	6	171	7	4	12	301	0	0	0
1.707	1	5	171	8	1	28	2196	0	0	0
1.708	1	2	171	9	7	28	2196	0	0	0
1.709	1	2	171	10	7	28	2196	0	0	0
1.71	1	1	172	1	2	0	26	0	0	0
1.71	1	3	172	1	3	2	87	0	0	0
1.711	1	1	172	2	2	0	26	0	0	0
1.711	1	3	172	2	3	2	87	0	0	0
1.712	1	1	172	3	2	2	9	0	0	0
1.712	1	3	172	3	3	2	121	0	0	0
1.713	1	1	172	4	2	2	9	0	0	0
1.713	1	3	172	4	3	2	121	0	0	0
1.714	1	1	172	5	2	2	9	0	0	0
1.714	1	3	172	5	3	4	193	0	0	0
1.715	1	1	172	6	2	2	9	0	0	0
1.715	1	3	172	6	3	4	193	0	0	0
1.716	1	1	172	7	2	12	47	0	0	0
1.716	1	3	172	7	3	6	285	0	0	0
1.717	1	1	172	8	2	12	47	0	0	0
1.717	1	3	172	8	3	6	285	0	0	0
1.718	1	1	172	9	2	12	47	0	0	0
1.718	1	3	172	9	3	8	389	0	0	0
1.719	1	1	172	10	2	12	47	0	0	0
1.719	1	3	172	10	3	8	389	0	0	0
1.72	1	1	173	1	2	12	47	0	0	0
1.72	1	3	173	1	3	10	437	0	0	0
1.721	1	1	173	2	2	12	47	0	0	0
1.721	1	3	173	2	3	10	437	0	0	0
1.722	1	1	173	3	2	0	26	0	0	0
1.722	1	3	173	3	3	14	517	0	0	0
1.723	1	1	173	4	2	0	81	0	0	0
1.724	1	1	173	5	2	0	81	0	0	0
1.725	1	1	173	6	2	0	81	0	0	0
1.726	1	1	173	7	2	0	81	0	0	0
1.727	1	1	173	8	2	0	81	0	0	0
1.728	1	1	173	9	2	0	81	0	0	0
1.729	1	1	173	10	2	0	81	0	0	0
1.73	1	1	174	1	2	0	81	0	0	0
1.731	1	1	174	2	2	8	101	0	0	0
1.731	1	6	174	2	4	22	233	0	0	0
1.731	1	4	174	2	8	16	533	0	0	0
1.732	1	1	174	3	2	8	101	0	0	0
1.732	1	6	174	3	4	22	233	0	0	0
1.732	1	4	174	3	8	16	533	0	0	0
1.733	1	1	174	4	2	8	101	0	0	0
1.733	1	6	174	4	4	22	349	0	0	0
1.733	1	4	174	4	8	16	453	0	0	0
1.734	1	1	174	5	2	8	101	0	0	0
1.734	1	6	174	5	4	22	349	0	0	0
1.734	1	4	174	5	8	16	453	0	0	0
1.735	1	1	174	6	2	8	101	0	0	0
1.735	1	6	174	6	4	22	469	0	0	0
1.735	1	4	174	6	8	16	389	0	0	0
1.736	1	1	174	7	2	8	67	0	0	0
1.736	1	6	174	7	4	22	469	0	0	0
1.736	1	4	174	7	8	16	453	0	0	0
1.737	1	1	174	8	2	6	75	0	0	0
1.737	1	6	174	8	4	22	469	0	0	0
1.737	1	4	174	8	8	16	389	0	0	0
1.738	1	1	174	9	2	8	67	0	0	0
1.738	1	6	174	9	4	22	1143	0	0	0
1.739	1	5	174	10	1	28	1095	0	0	0
1.739	1	1	174	10	2	4	105	0	0	0
1.74	1	5	175	1	1	28	1095	0	0	0
1.74	1	1	175	1	2	4	105	0	0	0
1.741	1	5	175	2	1	28	1095	0	0	0
1.741	1	1	175	2	2	4	105	0	0	0
1.742	1	1	175	3	2	4	105	0	0	0
1.742	1	2	175	3	7	28	1095	0	0	0
1.743	1	1	175	4	2	4	105	0	0	0
1.743	1	2	175	4	7	26	903	0	0	0
1.744	1	1	175	5	2	4	105	0	0	0
1.744	1	2	175	5	7	26	903	0	0	0
1.745	1	1	175	6	2	4	105	0	0	0
1.745	1	2	175	6	7	22	693	0	0	0
1.746	1	1	175	7	2	0	81	0	0	0
1.747	1	1	175	8	2	0	81	0	0	0
1.748	1	1	175	9	2	0	81	0	0	0
1.749	1	1	175	10	2	0	81	0	0	0
1.75	1	1	176	1	2	0	81	0	0	0
1.751	1	1	176	2	2	6	49	0	0	0
1.751	1	3	176	2	3	16	775	0	0	0
1.752	1	1	176	3	2	6	49	0	0	0
1.752	1	3	176	3	3	16	775	0	0	0
1.753	1	1	176	4	2	6	75	0	0	0
1.753	1	3	176	4	3	16	693	0	0	0
1.754	1	1	176	5	2	6	22	0	0	0
1.754	1	3	176	5	3	14	717	0	0	0
1.755	1	1	176	6	2	6	22	0	0	0
1.755	1	3	176	6	3	14	717	0	0	0
1.756	1	1	176	7	2	0	81	0	0	0
1.757	1	1	176	8	2	0	81	0	0	0
1.758	1	1	176	9	2	0	81	0	0	0
1.759	1	1	176	10	2	0	81	0	0	0
1.76	1	1	177	1	2	0	81	0	0	0
1.761	1	1	177	2	2	0	81	0	0	0
1.762	1	1	177	3	2	0	81	0	0	0
1.763	1	1	177	4	2	0	81	0	0	0
1.764	1	1	177	5	2	0	81	0	0	0
1.765	1	1	177	6	2	0	81	0	0	0
1.766	1	1	177	7	2	0	81	0	0	0
1.767	1	1	177	8	2	0	81	0	0	0
1.768	1	1	177	9	2	0	81	0	0	0
1.769	1	1	177	10	2	0	81	0	0	0
1.77	1	1	178	1	2	0	81	0	0	0
1.771	1	6	178	2	4	22	573	0	0	0
1.771	1	4	178	2	8	16	533	0	0	0
1.772	1	6	178	3	4	20	501	0	0	0
1.772	1	4	178	3	8	16	533	0	0	0
1.773	1	6	178	4	4	20	389	0	0	0
1.773	1	4	178	4	8	16	621	0	0	0
1.774	1	6	178	5	4	20	501	0	0	0
1.774	1	4	178	5	8	18	573	0	0	0
1.775	1	6	178	6	4	20	501	0	0	0
1.775	1	4	178	6	8	18	573	0	0	0
1.776	1	6	178	7	4	20	501	0	0	0
1.776	1	4	178	7	8	18	573	0	0	0
1.777	1	5	178	8	1	28	549	0	0	0
1.777	1	6	178	8	4	20	903	0	0	0
1.778	1	5	178	9	1	28	1479	0	0	0
1.778	1	1	178	9	2	4	69	0	0	0
1.779	1	5	178	10	1	28	1479	0	0	0
1.779	1	1	178	10	2	4	69	0	0	0
1.78	1	1	179	1	2	4	69	0	0	0
1.78	1	2	179	1	7	28	1479	0	0	0
1.781	1	1	179	2	2	4	69	0	0	0
1.781	1	2	179	2	7	28	1479	0	0	0
1.782	1	1	179	3	2	0	47	0	0	0
1.782	1	2	179	3	7	28	935	0	0	0
1.783	1	1	179	4	2	0	81	0	0	0
1.784	1	1	179	5	2	0	81	0	0	0
1.785	1	1	179	6	2	0	81	0	0	0
1.786	1	1	179	7	2	0	81	0	0	0
1.787	1	1	179	8	2	0	81	0	0	0
1.788	1	1	179	9	2	0	81	0	0	0
1.789	1	1	179	10	2	0	81	0	0	0
1.79	1	1	180	1	2	0	81	0	0	0
1.791	1	1	180	2	2	4	87	0	0	0
1.791	1	3	180	2	3	16	533	0	0	0
1.792	1	1	180	3	2	4	87	0	0	0
1.792	1	3	180	3	3	16	533	0	0	0
1.793	1	1	180	4	2	4	87	0	0	0
1.793	1	3	180	4	3	16	533	0	0	0
1.794	1	1	180	5	2	4	87	0	0	0
1.794	1	3	180	5	3	16	533	0	0	0
1.795	1	1	180	6	2	4	87	0	0	0
1.795	1	3	180	6	3	16	533	0	0	0
1.796	1	1	180	7	2	4	161	0	0	0
1.796	1	3	180	7	3	14	193	0	0	0
1.797	1	1	180	8	2	4	161	0	0	0
1.797	1	3	180	8	3	14	193	0	0	0
1.798	1	1	180	9	2	4	161	0	0	0
1.798	1	3	180	9	3	14	193	0	0	0
1.799	1	1	180	10	2	2	133	0	0	0
1.8	1	1	181	1	2	2	133	0	0	0
1.801	1	1	181	2	2	2	133	0	0	0
1.802	1	1	181	3	2	4	217	0	0	0
1.803	1	1	181	4	2	4	217	0	0	0
1.804	1	1	181	5	2	4	217	0	0	0
1.805	1	1	181	6	2	4	217	0	0	0
1.806	1	1	181	7	2	4	217	0	0	0
1.807	1	1	181	8	2	4	217	0	0	0
1.808	1	1	181	9	2	4	217	0	0	0
1.809	1	1	181	10	2	4	217	0	0	0
1.81	1	1	182	1	2	4	217	0	0	0
1.811	1	4	182	2	8	20	1191	0	0	0
1.812	1	4	182	3	8	20	1191	0	0	0
1.813	1	4	182	4	8	20	1191	0	0	0
1.814	1	5	182	5	1	28	1095	0	0	0
1.814	1	1	182	5	2	8	173	0	0	0
1.814	1	6	182	5	4	18	79	0	0	0
1.815	1	5	182	6	1	28	1095	0	0	0
1.815	1	1	182	6	2	8	173	0	0	0
1.815	1	6	182	6	4	18	79	0	0	0
1.816	1	5	182	7	1	28	1095	0	0	0
1.816	1	1	182	7	2	8	173	0	0	0
1.816	1	6	182	7	4	18	79	0	0	0
1.817	1	1	182	8	2	8	173	0	0	0
1.817	1	6	182	8	4	18	79	0	0	0
1.817	1	2	182	8	7	28	1095	0	0	0
1.818	1	1	182	9	2	8	173	0	0	0
1.818	1	6	182	9	4	18	79	0	0	0
1.818	1	2	182	9	7	28	1095	0	0	0
1.819	1	1	182	10	2	8	173	0	0	0
1.819	1	6	182	10	4	18	79	0	0	0
1.819	1	2	182	10	7	28	1095	0	0	0
1.82	1	1	183	1	2	2	32	0	0	0
1.82	1	6	183	1	4	10	357	0	0	0
1.821	1	1	183	2	2	2	32	0	0	0
1.821	1	6	183	2	4	10	357	0	0	0
1.822	1	1	183	3	2	2	32	0	0	0
1.822	1	6	183	3	4	10	357	0	0	0
1.823	1	1	183	4	2	2	32	0	0	0
1.823	1	6	183	4	4	10	357	0	0	0
1.824	1	1	183	5	2	2	121	0	0	0
1.824	1	6	183	5	4	4	15	0	0	0
1.825	1	1	183	6	2	2	121	0	0	0
1.825	1	6	183	6	4	4	15	0	0	0
1.826	1	1	183	7	2	2	22	0	0	0
1.826	1	6	183	7	4	8	349	0	0	0
1.827	1	1	183	8	2	2	22	0	0	0
1.827	1	6	183	8	4	8	349	0	0	0
1.828	1	1	183	9	2	2	9	0	0	0
1.828	1	6	183	9	4	8	389	0	0	0
1.829	1	1	183	10	2	2	9	0	0	0
1.829	1	6	183	10	4	8	389	0	0	0
1.83	1	1	184	1	2	0	81	0	0	0
1.831	1	1	184	2	2	8	241	0	0	0
1.831	1	3	184	2	3	12	253	0	0	0
1.832	1	1	184	3	2	8	241	0	0	0
1.832	1	3	184	3	3	12	253	0	0	0
1.833	1	1	184	4	2	8	241	0	0	0
1.833	1	3	184	4	3	12	253	0	0	0
1.834	1	1	184	5	2	8	241	0	0	0
1.834	1	3	184	5	3	12	253	0	0	0
1.835	1	1	184	6	2	8	241	0	0	0
1.835	1	3	184	6	3	12	253	0	0	0
1.836	1	1	184	7	2	8	241	0	0	0
1.836	1	3	184	7	3	12	253	0	0	0
1.837	1	1	184	8	2	8	241	0	0	0
1.837	1	3	184	8	3	12	253	0	0	0
1.838	1	1	184	9	2	8	241	0	0	0
1.838	1	3	184	9	3	12	253	0	0	0
1.839	1	1	184	10	2	8	241	0	0	0
1.839	1	3	184	10	3	12	253	0	0	0
1.84	1	1	185	1	2	8	241	0	0	0
1.84	1	3	185	1	3	14	317	0	0	0
1.841	1	3	185	2	3	12	597	0	0	0
1.842	1	4	185	3	8	22	1383	0	0	0
1.843	1	6	185	4	4	22	349	0	0	0
1.843	1	4	185	4	8	24	1191	0	0	0
1.844	1	5	185	5	1	28	549	0	0	0
1.844	1	6	185	5	4	16	693	0	0	0
1.845	1	5	185	6	1	28	549	0	0	0
1.845	1	6	185	6	4	16	693	0	0	0
1.846	1	5	185	7	1	28	2196	0	0	0
1.847	1	2	185	8	7	24	1620	0	0	0
1.851	1	4	186	2	8	22	1383	0	0	0
1.852	1	6	186	3	4	24	269	0	0	0
1.852	1	4	186	3	8	22	1143	0	0	0
1.853	1	1	186	4	2	8	67	0	0	0
1.853	1	3	186	4	3	14	253	0	0	0
1.853	1	6	186	4	4	20	597	0	0	0
1.854	1	1	186	5	2	8	32	0	0	0
1.854	1	3	186	5	3	14	253	0	0	0
1.854	1	6	186	5	4	20	693	0	0	0
1.855	1	1	186	6	2	8	209	0	0	0
1.855	1	3	186	6	3	14	389	0	0	0
1.856	1	1	186	7	2	8	173	0	0	0
1.856	1	3	186	7	3	14	453	0	0	0
1.857	1	1	186	8	2	8	173	0	0	0
1.857	1	3	186	8	3	14	453	0	0	0
1.858	1	5	186	9	1	28	1479	0	0	0
1.858	1	1	186	9	2	8	137	0	0	0
1.859	1	5	186	10	1	28	549	0	0	0
1.859	1	1	186	10	2	6	129	0	0	0
1.859	1	2	186	10	7	28	749	0	0	0
1.86	1	1	187	1	2	6	129	0	0	0
1.86	1	2	187	1	7	28	1287	0	0	0
1.861	1	1	187	2	2	4	217	0	0	0
1.862	1	1	187	3	2	2	133	0	0	0
1.863	1	1	187	4	2	2	133	0	0	0
1.864	1	1	187	5	2	6	185	0	0	0
1.871	1	3	188	2	3	16	225	0	0	0
1.871	1	6	188	2	4	20	693	0	0	0
1.871	1	4	188	2	8	18	161	0	0	0
1.872	1	3	188	3	3	16	225	0	0	0
1.872	1	6	188	3	4	20	597	0	0	0
1.872	1	4	188	3	8	18	241	0	0	0
1.873	1	3	188	4	3	16	225	0	0	0
1.873	1	6	188	4	4	20	597	0	0	0
1.873	1	4	188	4	8	18	241	0	0	0
1.874	1	3	188	5	3	16	225	0	0	0
1.874	1	4	188	5	8	18	749	0	0	0
1.875	1	3	188	6	3	16	225	0	0	0
1.875	1	4	188	6	8	18	749	0	0	0
1.876	1	5	188	7	1	28	549	0	0	0
1.876	1	3	188	7	3	14	573	0	0	0
1.877	1	5	188	8	1	28	1692	0	0	0
1.877	1	1	188	8	2	8	101	0	0	0
1.878	1	1	188	9	2	8	101	0	0	0
1.878	1	2	188	9	7	28	1692	0	0	0
1.879	1	1	188	10	2	0	81	0	0	0
1.88	1	1	189	1	2	0	81	0	0	0
1.881	1	1	189	2	2	0	81	0	0	0
1.882	1	1	189	3	2	0	81	0	0	0
1.883	1	1	189	4	2	0	81	0	0	0
1.884	1	1	189	5	2	0	81	0	0	0
1.885	1	1	189	6	2	0	81	0	0	0
1.886	1	1	189	7	2	0	81	0	0	0
1.887	1	1	189	8	2	0	81	0	0	0
1.888	1	1	189	9	2	0	81	0	0	0
1.889	1	1	189	10	2	0	81	0	0	0
1.89	1	1	190	1	2	0	81	0	0	0
1.891	1	1	190	2	2	0	81	0	0	0
1.892	1	1	190	3	2	0	81	0	0	0
1.893	1	1	190	4	2	0	81	0	0	0
1.894	1	1	190	5	2	0	81	0	0	0
1.895	1	1	190	6	2	0	81	0	0	0
1.896	1	1	190	7	2	0	81	0	0	0
1.897	1	1	190	8	2	0	81	0	0	0
1.898	1	1	190	9	2	0	81	0	0	0
1.899	1	1	190	10	2	0	81	0	0	0
1.9	1	1	191	1	2	0	81	0	0	0
1.901	1	1	191	2	2	0	81	0	0	0
1.902	1	1	191	3	2	0	81	0	0	0
1.903	1	1	191	4	2	0	81	0	0	0
1.904	1	1	191	5	2	0	81	0	0	0
1.905	1	1	191	6	2	0	81	0	0	0
1.906	1	1	191	7	2	0	81	0	0	0
1.907	1	1	191	8	2	0	81	0	0	0
1.908	1	1	191	9	2	0	81	0	0	0
1.909	1	1	191	10	2	0	81	0	0	0
1.91	1	1	192	1	2	0	81	0	0	0
1.911	1	5	192	2	1	28	935	0	0	0
1.911	1	1	192	2	2	8	241	0	0	0
1.912	1	5	192	3	1	28	935	0	0	0
1.912	1	1	192	3	2	8	241	0	0	0
1.913	1	5	192	4	1	28	935	0	0	0
1.913	1	1	192	4	2	8	241	0	0	0
1.914	1	5	192	5	1	28	935	0	0	0
1.914	1	1	192	5	2	8	241	0	0	0
1.915	1	1	192	6	2	8	241	0	0	0
1.915	1	2	192	6	7	28	935	0	0	0
1.916	1	1	192	7	2	8	277	0	0	0
1.916	1	2	192	7	7	28	749	0	0	0
1.917	1	1	192	8	2	8	277	0	0	0
1.917	1	2	192	8	7	28	749	0	0	0
1.918	1	1	192	9	2	8	277	0	0	0
1.918	1	2	192	9	7	28	549	0	0	0
1.918	1	4	192	9	8	18	79	0	0	0
1.919	1	6	192	10	4	6	22	0	0	0
1.919	1	2	192	10	7	28	749	0	0	0
1.919	1	4	192	10	8	6	185	0	0	0
1.92	1	6	193	1	4	8	209	0	0	0
1.92	1	4	193	1	8	6	153	0	0	0
1.921	1	6	193	2	4	8	67	0	0	0
1.921	1	4	193	2	8	8	349	0	0	0
1.922	1	6	193	3	4	10	233	0	0	0
1.922	1	4	193	3	8	8	209	0	0	0
1.923	1	6	193	4	4	10	233	0	0	0
1.923	1	4	193	4	8	8	209	0	0	0
1.924	1	3	193	5	3	8	32	0	0	0
1.924	1	6	193	5	4	10	193	0	0	0
1.924	1	4	193	5	8	8	209	0	0	0
1.925	1	3	193	6	3	8	32	0	0	0
1.925	1	6	193	6	4	10	193	0	0	0
1.925	1	4	193	6	8	8	209	0	0	0
1.926	1	6	193	7	4	12	301	0	0	0
1.926	1	4	193	7	8	8	209	0	0	0
1.927	1	6	193	8	4	12	301	0	0	0
1.927	1	4	193	8	8	8	209	0	0	0
1.928	1	6	193	9	4	14	389	0	0	0
1.928	1	4	193	9	8	8	209	0	0	0
1.929	1	6	193	10	4	14	389	0	0	0
1.929	1	4	193	10	8	10	233	0	0	0
1.93	1	6	194	1	4	14	389	0	0	0
1.93	1	4	194	1	8	10	233	0	0	0
1.931	1	3	194	2	3	8	137	0	0	0
1.931	1	6	194	2	4	14	125	0	0	0
1.931	1	4	194	2	8	10	233	0	0	0
1.932	1	3	194	3	3	6	129	0	0	0
1.932	1	6	194	3	4	12	97	0	0	0
